Chile ,,,,,,535,523,538,549,548,577,594,610,619,637,641,654,676,688,717,748,758,791,810,827,887,905,932,968,989,1026,1068,1098,1151,1241,1313,1359,1409,1387,1436,1511,1539,1599,1680,1746,1816,1828,1832,1913,2027,2108,2165,2092,2209,2443,2509,2515,2705,2886,2766,2995,2964,2869,3043,3506,3940,4078,4418,4446,4485,4351,4535,4852,4661,4781,5128,5547,5436,5706,5612,6006,6039,5906,6621,6663,6492,6655,6945,6555,7092,7085,7639,8042,8896,8941,9952,9683,10067,10252,8663,8384,10278,10499,10633,9123,10305,8931,9258,11151,11992,12514,11472,11264,13798,14519,12195,9607,8118,10003,12076,12771,13399,15235,15410,15733,16364,16178,16929,17413,17742,19274,20925,18666,21772,21303,22352,23326,24828,26699,25835,26807,27258,30056,31706,29910,32392,33941,35549,37798,38639,38951,43295,44700,46301,48023,49011,53400,52752,49816,50302,43808,45349,49820,53914,58379,63017,66932,57837,56216,59525,60697,64093,68311,73290,81062,84038,90735,101874,109004,117599,127482,136918,145963,150679,149532,156245,161521,165049,171514
Colombia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891,4169,4245,4374,4503,4656,4977,5069,5148,5421,5682,5993,6292,6420,6199,6173,6854,7434,7391,7588,7797,7999,8206,8420,8637,8860,9707,10581,11357,11768,11666,11595,12243,12930,12661,14080,14824,15055,16038,17020,17386,17681,17713,17790,18991,19883,21681,22535,23235,24519,24955,25726,27350,29026,31042,32242,33539,34766,35639,38207,39831,41847,44120,45571,48389,50136,52806,55028,58398,62116,66308,70250,75637,80728,85370,87347,91488,95283,103366,108906,113375,115789,116938,118806,123037,127076,134844,142086,147896,152686,159042,161587,167889,175444,186496,196567,200695,203706,205132,196722,202230,205204,209163,217791
Mexico ,880,1800,3188,1134,2558,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214,,,,,,,,,,,,,,,,,,,,11860,,,,,14337,,,,,18585,20167,18741,20840,21203,23407,23147,24495,24469,25195,25403,25584,25740,25921,26095,26270,26446,26624,26803,26983,27164,27346,27994,28953,28487,30250,32064,30664,30846,29653,27787,28720,24417,27191,29031,31183,33671,34786,35356,37248,37767,40851,43754,45387,49094,50623,53967,55807,58114,61303,67368,72578,75481,75688,83258,90307,96502,103812,109333,112599,121723,126365,132039,141839,157312,167116,177427,188258,201669,213924,227970,237480,257636,279302,296370,312998,326267,337499,365340,398788,431983,469972,466649,446602,462678,475505,457655,466148,471953,491767,516692,538508,558049,568934,594054,557419,586144,625759,655910,679523,724371,724134,729724,740226
Peru ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,2114,2251,2376,2502,2685,2832,3024,3126,3355,3623,3850,3923,3989,4058,4145,4291,4434,4407,4787,5283,5478,5511,5694,5751,5989,6505,6953,7608,7809,8602,8754,9319,10293,9113,8376,8055,8961,10174,11128,11662,11820,12006,12071,12305,12317,12035,12225,13274,13766,14296,14698,15184,16329,17613,18984,19963,21227,21817,23439,24500,25696,25775,25907,29486,32105,34500,36098,38614,41213,44689,46473,45980,47166,50848,53131,54837,57729,60773,65587,66507,66470,66463,70441,73727,77098,77183,66818,69878,71239,78348,85018,78003,68466,64979,66603,66004,69766,79254,86070,88050,95622,95718,96579,99573,99757,104684,108829
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,771,958,978,896,775,865,900,982,877,966,931,1044,1251,1262,1449,1531,1383,1726,1594,1473,1617,1668,1823,2046,2034,2155,2092,1944,2010,2030,2077,2431,2513,2579,2318,2556,2829,3101,3140,3390,3288,4013,3896,3246,3078,3183,3511,3721,4204,3666,3857,4411,4644,5089,4890,5338,6106,6429,6483,7368,6094,5657,4948,5891,6238,6534,6651,7176,7177,7193,7317,6709,6768,7613,7832,8603,9203,9515,9854,10224,11015,11167,11736,12488,12593,12807,12932,13292,12125,12554,12912,12624,12686,12940,13088,13536,12975,13181,13984,14638,14498,13992,14098,14541,15406,16026,16205,17058,18110,19205,19575,17724,16688,16505,16746,18231,19676,19676,19930,20105,20687,22218,22907,24166,23683,24867,26112,27313,26548,26203,25316,22522,23012
Venezuela,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087,2053,2233,2414,2357,2329,2173,2173,2322,2405,2484,2655,2747,3172,2773,2858,2697,3147,3128,2922,3509,3651,3753,4330,5016,6481,7839,8794,9847,11167,11367,9187,8800,9628,10275,11021,12106,13889,15015,15926,15307,15056,13166,14371,17727,21547,25855,30925,34427,36534,37377,39979,43472,45147,49820,53991,58677,67414,68540,72658,72889,70643,73762,77134,83688,89240,90842,96334,102916,106612,114807,116494,117982,126364,129038,132728,142978,151927,155528,156752,149735,149253,146150,140665,142664,144843,152244,157698,166879,152577,160648,177516,189942,189182,182183,192931,192160,204843,204433,191963,198105,204829,186690,172282
Total 8 Latin American countries,,,,,,11172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60720,65266,64598,69135,72228,77217,80541,83339,86688,90329,94172,96897,100667,102344,96265,97422,100431,101722,106075,109220,115359,116277,122987,132742,138034,141958,148777,155205,167344,171922,163213,153140,146567,157748,171038,180667,190893,201441,207260,214055,216666,226367,225962,236490,256283,264204,289368,306493,327045,338558,354755,374082,385775,402346,427624,457464,475813,512480,540517,552247,590886,620573,644359,661965,709079,745148,781695,815400,866368,924197,991034,1050870,1118899,1210400,1283455,1325642,1398765,1463442,1524244,1628212,1722937,1729060,1709537,1659386,1724216,1780837,1859652,1923419,1936045,1955408,1961787,2040609,2109500,2187230,2306624,2332891,2415126,2545771,2600417,2598147,2702535,2715195,2698003,2743378
15 Latin American countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816,4902,4987,5095,5202,5309,5683,5855,5301,5412,5698,5360,5183,5306,5289,5516,5631,5945,6327,6632,6958,7461,7928,8604,8989,9459,9820,10321,11030,11598,12364,13118,13670,14128,14125,13995,14124,13508,12905,13034,12943,12530,12858,13348,13735,14446,15226,15485,16135,16910,17705,18484,19408,20417,20499,20991,21343,21863,22473
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,668,727,672,769,766,847,769,809,775,813,803,739,880,776,840,896,1045,1107,1139,1093,1224,1097,1095,992,1130,1249,1486,1571,1635,1702,1747,1958,2256,2275,2538,2466,2676,3007,3118,3389,3530,3746,4067,4265,4651,5013,5320,5730,6111,6515,6945,7556,8145,8583,8755,9231,10055,10677,11207,11290,11035,10266,10551,11379,11475,12107,12683,13114,13867,14370,14686,15729,16641,17357,17739,17899,18901,20489,22415,22908,23155,23832,25388
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6132,5776,4853,3894,4213,4948,5788,6747,7753,6012,6345,5516,7410,6214,6889,7907,8759,9541,10925,9706,10547,11837,12818,13257,11647,12238,12794,13967,15980,15980,14263,14419,14625,14845,15064,15296,15529,16380,18294,17230,17018,16380,17656,18507,20209,21272,22336,22974,24038,25527,26165,25527,27654,28292,29104,30146,30694,30714,30468,31022,31128,31087,27481,23689,19898,20296,20986,22812,23565,23871,25494,26896,27694,28118,28948
Dominican Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416,2701,2921,2884,3049,3237,3562,3787,3989,4012,4209,4114,4815,5129,5472,4791,5434,5617,5628,6244,6906,7637,8581,9617,10171,10659,11377,11930,12207,12733,13511,14069,14324,14959,14999,14620,15057,16189,16300,18377,17503,17643,18772,19148,19971,20870,22373,24230,25998,28078,30600,31710,33116,32496
Ecuador ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3137,3344,3361,3502,3946,3998,4014,4492,4991,5673,5776,6278,6346,7129,7279,7867,8074,8373,8751,9007,9490,10106,10360,10911,11189,11977,13131,13475,14188,14973,15792,16899,17872,18972,21337,22585,23772,26075,27731,29664,31274,32706,34041,34421,33702,35081,36570,37648,35288,39060,39123,40267,42280,43549,44507,46465,47859,48816,50476,50678,46978,40059,42108,42546,44702
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091,1094,1159,1208,1292,1203,1422,1250,1466,1468,1505,1349,1210,1374,1419,1562,1527,1672,1554,1667,1811,1772,1925,2087,1980,1898,1928,2425,3090,2806,2888,2945,3166,3392,3431,3608,3891,4098,4187,4375,4553,4713,5276,5504,6017,6340,6794,7164,7396,7653,7881,8245,8712,9084,9675,10193,10572,11189,11935,11744,10748,9869,9324,9386,9595,9819,9926,10193,10384,10491,10805,11108,11918,12681,13442,14275,14532,15157,15732,16268,16626,16910,17287,17600
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032,2231,2106,2316,2504,2456,2480,2643,2702,3016,3145,2933,2567,2593,2933,3390,4657,4567,4693,5282,6033,6356,6439,4293,4162,4226,5006,5076,5248,5741,6190,6277,6408,6643,6767,6934,7565,7992,8365,8778,8992,9378,9709,10635,11128,11613,12255,12757,13877,14532,15364,16221,17412,18593,19779,20164,21654,23344,24511,25667,26632,26804,25858,25193,25321,25167,25199,26094,27110,28179,29050,30125,31601,32865,34212,35923,37000,38518,40482,42020,43533,44549,45551,46512
Haïti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,3085,3137,3168,3202,3254,3302,3489,3378,3654,3507,3814,3587,3871,3688,3926,3767,4128,3860,3772,3813,3790,3713,3860,3986,4174,4445,4603,4810,5114,4995,5422,5448,5710,6127,6591,6410,6191,6238,6256,6269,6261,6214,6263,6329,6323,6329,5456,5336,4893,5138,5349,5493,5614,5765,5817,5755,5723,5752
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,927,1008,1002,936,1130,1140,1252,1408,1394,1485,1517,1359,1275,1235,1180,1201,1148,1215,1249,1334,1331,1217,1219,1247,1536,1653,1760,1797,1822,1880,1982,2058,2220,2094,2149,2322,2429,2506,2569,2728,2798,2959,3069,3229,3509,3713,3922,4154,4187,4296,4462,4635,4866,4826,4949,5467,6047,6662,6976,7014,7196,7078,7030,7312,7640,7710,8167,8571,8894,8898,9138,9668,10355,10158,10534,10913,11459,11791,11567,12134,12450,12789,13234
Jamaica ,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,1131,,,,1217,1436,,,2141,2007,,,1837,1985,2145,2446,2727,3008,3307,3789,3849,4064,4330,4453,4533,4681,5050,5456,5695,5915,6218,6681,7481,7481,7706,8411,8095,8093,7603,7443,7496,7363,6957,7142,7237,7405,7343,7003,7119,7668,7889,8428,8890,8917,9140,9304,9481,9642,9497,9355,9317,9308,9411,9574,9672,9895
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,840,769,823,872,963,837,841,1065,1190,962,900,810,1019,925,940,748,811,839,1042,1139,1246,1200,1316,1303,1309,1422,1426,1550,1522,1774,1894,2215,2268,2480,2646,2645,2868,2877,2920,2960,3182,3529,3912,4370,4786,4944,5288,5360,5716,5771,6055,6248,6566,7505,7493,7880,8556,7884,5785,6043,6367,6312,6609,6474,6204,6077,6035,5367,5296,5297,5281,5323,5302,5514,5762,6033,6340,6600,7889,7500,7726,7775,7952
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671,1698,1769,1664,1702,1710,1695,1787,1895,1963,2077,2185,2414,2432,2589,2744,3040,3295,3606,3761,4091,4395,4762,5109,5507,5839,6312,6645,7052,7221,7338,7458,7546,8285,8651,9961,10367,10939,11013,10963,11480,11857,12150,10256,10215,10688,11650,12605,13273,13685,13945,14280,14908,15504,16000,16400,16493,16861,17590
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057,1947,1979,2095,2139,2185,2108,2314,2012,2035,2377,2338,2383,2343,2410,2452,2564,2672,2795,2952,2944,2970,3111,3330,3421,3569,3773,3815,4058,4202,4365,4636,4839,5088,5487,5945,6328,6758,7478,8297,9215,10549,11458,11058,10724,11061,11501,11486,11988,12764,13509,13923,14271,14514,15094,15547,16247,16458,16886,16819,16903,16835,17184,17174,17827
Puerto Rico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4755,4929,5214,5445,5669,5961,6388,6708,6901,7521,8066,8835,9500,10488,11232,12254,13119,13944,14606,15899,17280,18375,19732,20908,20919,20388,21464,22867,24379,25868,26263,26544,25734,25855,27747,28319,30630,32136,34228,35919,37277,38136,39877,41729,43475,45453,46953,48549,50103,52207,53826,55010,55285,56170
Trinidad and Tobago ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2322,2526,2612,2682,2730,3111,3756,4088,4423,4692,5258,5488,5781,6076,6283,6603,6891,7035,7400,7604,7873,7954,8414,8553,9011,9181,10059,10698,11947,12500,13501,14096,13271,12231,12967,12436,12028,11473,11027,10937,11110,11499,11372,11236,11708,12188,12651,13043,13669,14598,15299,15948,16459,18566
Total 15 Latin American countries,,,,,,3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9974,,,,,,,,,,,,,16670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56490,59213,62557,62146,64808,67906,72273,77145,79652,80312,84166,87025,92302,97028,102053,107298,113174,119905,124347,130284,136754,144319,153132,164668,172299,177008,187112,198040,209309,215400,221288,227176,223813,222905,229678,232140,236349,239604,246703,254427,259934,263770,268698,273504,283114,294266,304050,316288,327084,335989,338835,347609,354051,365105
Total 24 small Caribbean countries ,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,,,,,,,,,,,,,1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083,4313,4556,4813,5083,5370,5671,5991,6328,6685,7060,7458,7878,8321,8790,9285,9808,10359,10942,11558,12210,12897,13544,14392,14585,14783,14983,15187,15392,15601,15812,16026,16243,16462,16686,16912,17142,17374,17611,17851,18094,18545,19007,19481,19966,20464,20975,21497,22033,22634,22846,22617,22804,23662
Total Latin America,2240,4560,7288,3763,6346,14921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71911,,,,,,,,,,,,,120796,,,,,,,,,,,,,,,,,,,,,,,,,,,251167,,,,,,,,,,415328,437608,452888,469305,497515,530740,553757,595616,626497,639244,682112,715056,744539,767314,819922,861731,904677,945664,1001657,1066039,1139998,1208086,1285575,1389460,1470339,1517433,1600860,1676669,1748945,1859213,1960037,1972262,1949593,1898753,1970580,2029889,2113143,2180397,2200359,2227686,2239815,2322924,2397205,2480215,2609704,2647621,2740151,2883556,2949534,2956770,3064216,3085421,3074858,3132145
16 East Asian countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China ,26820,27494,61800,96000,82800,228600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247200,,,,,,,,,,,,,,,,,,,,189740,,,,,,,,,,,,,,,,,,,,205379,,,,,,,,,,218154,,,,,,,,,,,,,241431,,,,,,,,,,,,,,,,274090,277567,280393,289304,289304,264091,285403,303433,296043,288653,,,,,,,,,,,,244985,273733,305854,321030,331550,350908,382892,405386,450977,457139,441694,365092,366465,402776,450312,501769,548841,533407,522728,567545,636937,668646,688186,739414,751924,798346,793568,843097,935083,1007193,1041142,1103378,1186387,1287034,1447262,1596691,1703670,1883027,2016024,2051813,2123852,2263794,2483921,2724344,2997060,3450084,3521141,3706647,3717352,3961441,4319339,4780797,5374025,6187983
India ,33750,33750,60500,74250,90750,111417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125681,,,,,,,,,,,,,,,,,,,,134882,,,,,,,,,,,,,,146409,151985,148134,155899,158358,155063,163341,148317,160224,164280,166799,162696,150699,178236,178599,164690,170466,173957,188504,191141,192060,188587,193979,182234,184844,210241,210439,209354,208946,204242,215400,210110,216245,212341,185202,210730,194051,208785,217594,210511,220763,223375,230410,230426,232745,242409,244097,242489,245209,245433,247712,245361,254896,250768,251375,256924,265455,270531,269278,279898,276954,272503,258164,213680,215927,221631,222222,227362,234148,248963,259262,265527,280978,277924,299137,305499,326910,336744,344204,361442,389262,373814,377207,408349,418907,446872,469584,474338,472766,494832,500146,544683,551402,593834,625695,594510,637202,675882,697705,753942,783042,814344,848990,886154,978822,1043912,1098100,1112340,1169301,1238272,1328047,1425623,1537383,1611108,1715943,1819937,1899526,2009448,2080337,2267136
Indonesia ,,,6046,,7598,10970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14633,,,,,,,,,,,,,,,,,,,,18929,19021,19158,19660,20162,20481,21028,21302,21028,21439,21758,23218,22443,22214,24495,24815,24678,24951,25179,25316,24815,25362,26411,27187,27643,28281,28099,28509,28874,30608,31748,31352,30904,32637,33314,33823,34869,35698,35800,37659,40180,42442,42818,45152,45076,45647,46350,46513,47597,51402,50779,51212,52033,52858,55683,57610,60781,64989,68099,70015,70525,65218,64461,64035,64400,66674,71517,78485,80044,80861,86682,89316,,,,,,,,61872,66358,71304,74679,78394,83283,85571,86700,92631,89293,93129,97082,103446,103332,99371,103043,104070,104089,101739,111662,125408,138612,146200,162748,186900,196374,196374,213675,230338,240853,253961,275805,294768,283922,295296,315677,323451,342452,359323,379917,414090,450901,473680,524482,560544,602585,651997,704156,735844,639448,644564,675503,697794,727094,762545
Japan ,1200,3188,7700,9620,15390,20739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21732,,,,,,,,,,,,,,,,,,,,25393,25709,26005,26338,26644,28698,28019,28910,28825,30540,31779,30777,31584,31618,31872,33052,35395,36982,35310,37016,40556,38621,41200,41344,46288,46933,44353,45285,53883,49870,52020,53883,51089,54671,55101,54170,61263,63198,63628,63556,64559,68070,70507,71653,69503,75952,87703,90641,91573,100959,94654,105043,104757,104828,107766,112209,113212,114860,124246,128116,118801,119804,129835,142589,142876,146817,157493,165017,176051,203781,209728,212594,211448,214457,205214,102607,111492,120377,138290,147534,160966,181025,202005,216889,229151,248855,267567,287130,303857,331570,375090,420246,457742,496514,554449,586744,649189,721132,813984,915556,1013602,1061230,1150516,1242932,1227706,1265661,1315966,1373741,1446165,1525477,1568457,1618185,1667653,1706380,1773223,1851315,1904918,1984142,2107060,2208858,2321153,2398928,2422245,2428242,2454919,2504246,2590265,2636148,2608549,2605014,2667151,2672570,2664475,2699261
Philippines,,,,,,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,6232,5367,5711,5932,6252,6610,6734,7747,8243,8390,9272,9103,8532,9966,11624,13272,12757,13826,13505,15124,14196,15495,15617,16399,16808,17458,18208,18230,18372,19189,19370,19545,18218,20726,22219,22948,24548,24993,,,,,,12131,16922,19772,21022,22616,25054,26609,28988,31168,33331,35670,37599,38900,41548,42114,44480,46603,49893,51613,54331,56736,59756,62712,65632,68102,71799,75710,82464,85398,90150,98090,103585,108942,115086,121012,125154,129648,132115,122440,113493,117371,122432,130699,138809,143025,142191,142668,145704,152115,159264,168507,177264,176200,182192,193066,196439,204971,214595
South Korea ,,,3282,,5005,5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8361,8789,9206,9709,11433,11286,12596,13689,14705,12889,14069,13075,14165,14420,14557,15177,15913,16105,15328,14583,14767,14899,18156,18275,20084,21753,23827,24895,22315,25001,25347,25203,25569,24462,12236,13295,14295,15383,16548,17800,16430,17497,22570,23894,25191,25311,27262,28691,29803,30395,31930,32898,35797,38888,41230,46195,49555,55880,64350,69877,76695,82304,96231,104605,111548,124664,137531,150442,161172,156846,166581,179220,199828,217167,231386,258122,287854,320301,340751,373150,407582,429744,453344,490745,534517,571926,598526,557500,610387,662185,687591,735518,758297
Thailand ,,,,,,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511,,,,,,,,,,,,,,,,,,,,5229,,,,,,,,,,,,,,,,,,,,,,,7304,,,,,,,,,,,,,,,,9568,,,,,,,,,12380,,,,,,,,,,,,16375,17532,18503,20542,20381,22162,22540,22792,23616,26457,29665,31210,33636,36360,38841,41933,46654,50552,54695,58980,62842,65886,68666,75511,78894,82799,90391,99304,109112,114828,120116,127211,134020,141504,149644,156598,165264,180996,205047,230043,255732,277618,300059,325215,354484,387097,409936,404197,361756,377846,395791,404369,425945,455204
Taiwan,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456,2591,2634,2725,3449,3826,3384,3624,3581,3316,3793,4046,4110,4502,4314,4337,5315,5149,5073,5055,5747,5288,5677,6807,6639,6986,7395,8094,8064,8871,9524,6492,4459,4849,5274,5736,6238,6784,7378,8179,9093,10092,10927,11853,12481,13360,14510,15871,16725,17931,19453,22150,24971,26688,29378,32688,35447,38651,43509,49591,57358,63519,62384,63818,75108,84267,94833,101759,104753,113222,119254,132294,148650,156878,177721,190493,192229,195311,200477,215620,231766,248023,265650,282715,299967,319997,334622,352772,373438,365281,378396,390671
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25197,23266,24628,24974,25706,26072,26581,25177,27821,27231,26702,28126,29733,31421,31258,34573,34939,36647,37115,36302,39678,40227,42403,40552,35732,35997,40817,40308,42098,42525,45657,47846,48239,49877,50487,52961,55833,57519,60011,62521,64329,65948,70320,72668,76330,79822,83082,87174,91204,96117,101139,106066,112371,118298,123521,130013
Burma ,,,,,,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7332,,,,,6385,,,,,7348,,8445,,,10405,,,,,9392,,,,,11326,,,,,13235,,,,,13167,,11942,,,,,,,,,,,,7711,8834,9028,9265,8690,9822,10472,11089,10785,12457,12871,13183,14332,14737,14999,15379,14737,15151,16148,16815,17575,18149,18284,18352,19323,20125,21350,22625,24086,25222,27381,28930,30499,31827,33397,34349,33986,32624,28921,29989,30834,30634,33593,35622,38286,40946,43584,46088,48748,54084,61518,68470,76686,87269
Hong Kong,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962,4626,5054,5515,6021,6564,7136,7729,8345,8981,9637,10276,12072,13968,15165,17360,17659,17959,18557,20652,22548,24144,26639,29931,30629,30729,35718,39908,43300,48289,53177,58066,59662,63055,69340,69639,77122,87099,94083,96478,99770,105395,112336,119466,126016,130912,136550,143476,136347,141006,155337,156057,159003,164103
